snapshot_id,snapshot_date,warehouse_id,product_sku,quantity_on_hand,reserved_qty,available_qty,unit_cost,last_received_date,snapshot_date_raw,last_received_date_raw
SNP200304,,WH101,SKU100150,11,1,10,99.45,,18 Nov 2024,05/31/2023
SNP200305,2025-11-17,WH105,SKU100386,12,0,12,77.51,,17/11/2025,17/08/2025
SNP200306,2024-09-02,WH103,SKU100421,15,2,13,267,,02/09/2024,02/08/2023
SNP200307,,WH109,SKU100197,24,1,23,281,2023-10-12,08-07-2024 00:00:00,2023/10/12
SNP200308,2025-05-26,WH100,SKU100470,17,4,13,28.36,,26/05/2025,26-10-2025 18:52:38
SNP200309,,WH107,SKU100220,27,1,26,88,,01-07-2024 00:00:00,01-Oct-2024
SNP200310,2024-11-11,WH106,SKU100421,11,2,9,97,,11/11/2024,26 Jul 2025
SNP200311,,WH101,SKU100049,18,1,17,108.96,,2025-01-27,01/10/2024
SNP200312,,WH104,SKU100069,17,0,17,159.74,,08-07-2024 00:00:00,05 Nov 2023
SNP200313,,WH103,SKU100137,21,4,17,128.21,,2025-09-29,24 Mar 2025
SNP200314,,WH107,SKU100391,15,1,14,129.5,,2025-05-12 00:00:00,
SNP200315,,WH105,SKU100080,18,4,14,164.67,,2024-06-03 00:00:00,2025-01-31
SNP200316,,WH105,SKU100033,20,1,19,63.54,,06/23/2025,2025-05-11
SNP200317,,WH100,SKU100032,19,4,15,245.53,,10 Feb 2025,2025-07-31
SNP200318,,WH101,SKU100404,16,0,16,214.24,,2024-06-10 00:00:00,01/06/2023
SNP200319,,WH100,SKU100019,19,4,13,₹219,,11/17/2025,02 Mar 2024
SNP200320,,WH102,SKU100422,11,1,10,146.2,,21-04-2025 00:00:00,23/02/2025
SNP200321,,WH107,SKU100209,17,2,15,148,,07-04-2025 00:00:00,
SNP200322,,WH107,SKU100221,14,3,11,64.88,,30-09-2024 00:00:00,01-09-2023 00:00:00
SNP200323,,WH104,SKU100263,17,2,15,₹106,,27-05-2024 00:00:00,12/16/2023
SNP200324,,WH101,SKU100274,17,4,13,₹40,,2025-05-12 00:00:00,31-08-2024 09:12:52
SNP200325,,WH101,SKU100006,16,4,12,12.33,2025-10-13,05-May-2025,2025/10/13
SNP200326,,WH103,SKU100419,16,4,12,30.78,,2025/06/09,26/12/2025
SNP200327,,WH105,SKU100168,19,1,18,207.15,,06-10-2025 00:00:00,09/25/2024
SNP200328,,WH108,SKU100492,25,0,25,46.17,,2025-05-19,06-09-2024 00:00:00
SNP200329,2025-11-03,WH106,SKU100046,9,1,8,56.98,,03/11/2025,13 Aug 2025
SNP200330,,WH103,SKU100418,14,2,12,₹156,,2025-06-09 00:00:00,13-10-2024 00:00:00
SNP200331,,WH108,SKU100291,13,4,9,71.23,,09/29/2025,12/30/2025
SNP200332,,WH107,SKU100447,23,3,20,107.11,,19-May-2025,02 Jul 2024
SNP200333,,WH107,SKU100362,12,3,9,₹174,,12/30/2024,03-11-2024 00:00:00
SNP200334,,WH103,SKU100126,8,1,7,127.45,,02-09-2024 00:00:00,06/06/2024
SNP200335,,WH101,SKU100226,5,3,2,172,,2025-08-04,27-02-2025 00:00:00
SNP200336,,WH101,SKU100304,14,0,14,175.54,,19 Feb 2024,25 May 2023
SNP200337,,WH103,SKU100296,13,2,11,63.30,,2025-10-20 00:00:00,06/01/2025
SNP200338,,WH102,SKU100321,10,1,9,₹159,2024-08-17,2024-01-29,2024/08/17
SNP200339,,WH109,SKU100235,11,0,11,52,2025-05-09,08-Jul-2024,2025/05/09
SNP200340,,WH102,SKU100361,9,3,6,₹131,,23-06-2025 00:00:00,19-Sep-2025
SNP200341,2025-09-06,WH104,SKU100118,24,1,23,₹20,,06/09/2025,2025-02-12
SNP200342,,WH101,SKU100441,9,1,8,68.98,,24 Mar 2025,04-Jun-2023
SNP200343,,WH103,SKU100019,12,4,8,108,,14 Oct 2024,13 Mar 2023
SNP200344,,WH106,SKU100160,14,1,13,20.67,,23-06-2025 00:00:00,25-Mar-2024
SNP200345,,WH106,SKU100305,20,1,19,9,,2024/04/22,
SNP200346,,WH101,SKU100234,21,1,20,180.06,,30 Jun 2025,11/15/2025
SNP200347,,WH102,SKU100401,22,1,21,17,,2025/12/15,08-10-2023 00:00:00
SNP200348,2025-07-04,WH107,SKU100036,19,2,17,132.65,,04/07/2025,20/07/2025
SNP200349,,WH100,SKU100277,14,2,12,156.49,,2025-04-21 00:00:00,26-Nov-2025
SNP200350,,WH108,SKU100271,19,1,18,193.68,,12/15/2025,11/11/2024
SNP200351,,WH106,SKU100583,19,3,16,40.02,,2025-05-19 00:00:00,09-08-2025 00:00:00
SNP200352,,WH108,SKU100199,12,3,9,193,,2025/01/13,17 Apr 2023
SNP200353,,WH109,SKU100200,24,2,22,₹114,,24-03-2025 00:00:00,2024-11-10
SNP200354,,WH107,SKU100489,12,5,7,3.24,2024-06-23,2025-08-04,2024/06/23
SNP200355,,WH109,SKU100445,19,0,19,94.18,,2024-10-28 00:00:00,23-09-2023 00:00:00
SNP200356,2024-02-09,WH101,SKU100452,26,4,22,₹220,,09/02/2024,
SNP200357,2025-05-26,WH102,SKU100214,23,2,21,₹119,,26/05/2025,21/02/2024
SNP200358,,WH101,SKU100239,19,3,16,199.63,,2024-05-27 00:00:00,2023-08-12
SNP200359,,WH106,SKU100272,16,2,14,161.70,2024-09-22,2024-04-29 00:00:00,2024/09/22
SNP200360,,WH101,SKU100422,17,4,13,151.38,,01-04-2024 00:00:00,08-05-2025 00:00:00
SNP200361,,WH102,SKU100429,21,0,21,148,,2024-04-29,24-Jul-2023
SNP200362,2025-04-21,WH107,SKU100443,17,1,16,₹225,,21/04/2025,01/13/2024
SNP200363,,WH107,SKU100444,21,0,21,55.80,,07 Apr 2025,
SNP200364,,WH107,SKU100546,19,1,18,74.49,,08 Sep 2025,15-11-2025 00:00:00
SNP200365,,WH100,SKU100162,28,1,27,24,,22-Sep-2025,2024-09-16
SNP200366,2024-05-20,WH105,SKU100360,24,7,17,₹100,,20/05/2024,10/08/2024
SNP200367,,WH101,SKU100597,25,1,24,126.98,,2024-04-01 00:00:00,2024-12-28
SNP200368,,WH107,SKU100174,15,2,13,206,,2024/05/13,
SNP200369,,WH104,SKU100160,13,1,12,190.17,,07-07-2025 00:00:00,2025-06-27
SNP200370,,WH103,SKU100068,15,2,13,131.02,2025-11-20,08 Apr 2024,2025/11/20
SNP200371,,WH108,SKU100520,16,2,14,₹142,,2025-02-24,07-01-2025 13:01:42
SNP200372,,WH105,SKU100328,23,4,19,₹225,2023-04-19,31-Mar-2025,2023/04/19
SNP200373,,WH104,SKU100390,6,3,3,126,,2025-11-10 00:00:00,20/01/2025
SNP200374,,WH108,SKU100357,18,2,16,256,,27-01-2025 00:00:00,2025-11-18
SNP200375,,WH105,SKU100212,13,0,13,191,,27 May 2024,09/09/2023
SNP200376,,WH108,SKU100139,14,3,11,62,,2025-05-12,05 Sep 2023
SNP200377,2024-05-06,WH109,SKU100415,20,1,19,34.46,,06/05/2024,29-Nov-2023
SNP200378,,WH103,SKU100093,13,1,12,264.06,,02 Jun 2025,25-07-2023 00:00:00
SNP200379,,WH101,SKU100282,18,3,15,131.75,,04-Mar-2024,11/27/2023
SNP200380,,WH103,SKU100033,23,2,21,29.53,,20-Jan-2025,09-Aug-2023
SNP200381,2025-10-11,WH103,SKU100575,14,2,16,16,,11/10/2025,2024-11-02
SNP200382,2024-09-16,WH106,SKU100236,15,3,12,46.98,2024-05-26,16/09/2024,2024/05/26
SNP200383,,WH107,SKU100426,10,1,9,173.48,,2025-02-03 00:00:00,05 Dec 2023
SNP200384,2025-01-12,WH102,SKU100087,19,4,15,238.28,,12/01/2025,28-Aug-2024
SNP200385,,WH106,SKU100018,15,1,14,147,,10 Nov 2025,19-Nov-2023
SNP200386,2025-04-14,WH101,SKU100493,26,2,24,94,2025-09-03,14/04/2025,2025/09/03
SNP200387,,WH101,SKU100369,14,3,11,200.0,,2024/12/30,08/04/2025
SNP200388,,WH100,SKU100547,11,1,10,189.09,,08-01-2024 00:00:00,05/30/2025
SNP200389,,WH106,SKU100208,22,0,22,55,,2024-02-05,
SNP200390,,WH106,SKU100351,16,4,12,100.43,,2024-11-18,10/06/2024
SNP200391,,WH100,SKU100511,18,0,18,160.67,,2024-05-06,10/05/2025
SNP200392,,WH105,SKU100410,14,1,13,129,,2024-08-19,23 Mar 2024
SNP200393,,WH106,SKU100120,23,1,22,197.02,,09/16/2024,19-03-2023 00:00:00
SNP200394,2024-08-05,WH104,SKU100556,22,3,19,65.26,,05/08/2024,14/11/2025
SNP200395,,WH109,SKU100070,24,2,22,₹222,,27-Jan-2025,13-Jul-2023
SNP200396,,WH101,SKU100276,25,2,23,116.19,,25-Mar-2024,2025-05-31
SNP200397,,WH108,SKU100082,20,1,19,31,,2024-09-09,12-Mar-2025
SNP200398,,WH104,SKU100572,18,2,16,165.98,,2025/03/10,26-Nov-2024
SNP200399,,WH100,SKU100269,21,1,20,89,,26 Aug 2024,22-Jun-2023
SNP200400,,WH105,SKU100334,22,2,20,85,,08-01-2024 00:00:00,31-03-2024 00:00:00
SNP200401,,WH105,SKU100181,16,3,13,₹165,,2024-06-03 00:00:00,13-06-2023 00:00:00
SNP200402,,WH109,SKU100037,17,5,12,141,,07-Jul-2025,2024-09-03
SNP200403,2025-12-29,WH105,SKU100151,20,1,19,112.84,,29/12/2025,01-04-2025 00:00:00
SNP200404,,WH109,SKU100366,16,3,13,₹8,,09/16/2024,20-03-2023 00:00:00
SNP200405,,WH104,SKU100461,13,2,11,59.39,,19-Aug-2024,23-Jun-2025
SNP200406,,WH105,SKU100197,22,2,20,₹183,,2024/05/06,09/04/2025
SNP200407,2025-10-20,WH106,SKU100012,15,2,13,110.80,,20/10/2025,05/05/2024
SNP200408,,WH106,SKU100209,19,1,18,277,2023-03-15,13-May-2024,2023/03/15
SNP200409,,WH102,SKU100453,7,0,7,220.21,,09/23/2024,13-09-2024 00:00:00
SNP200410,,WH109,SKU100552,21,2,19,85,2023-07-08,2024-10-07 00:00:00,2023/07/08
SNP200411,,WH108,SKU100088,17,2,15,4,,2024-02-12,12-Feb-2024
SNP200412,,WH109,SKU100356,16,1,15,56.90,,24-Feb-2025,09/01/2023
SNP200413,,WH104,SKU100257,23,2,21,145,,01 Jul 2024,
SNP200414,,WH101,SKU100509,18,3,15,115.23,2024-06-28,2025-12-01 00:00:00,2024/06/28
SNP200415,2024-09-16,WH105,SKU100107,12,1,11,127.59,,16/09/2024,2024-03-14
SNP200416,,WH107,SKU100485,17,0,17,62.69,,2024-01-08,01/06/2025
SNP200417,,WH108,SKU100104,10,1,9,98,,03/31/2025,12/30/2024
SNP200418,2025-07-07,WH103,SKU100370,14,2,12,130,2025-11-11,07/07/2025,2025/11/11
SNP200419,,WH102,SKU100433,16,1,15,219,,15 Jan 2024,26-Apr-2025
SNP200420,,WH100,SKU100221,15,0,15,70.12,,28 Apr 2025,11-Dec-2024
SNP200421,,WH106,SKU100588,15,0,15,114.37,,15-Jul-2024,2024-07-23
SNP200422,,WH104,SKU100157,11,6,5,₹118,,27-01-2025 00:00:00,31-Jan-2024
SNP200423,,WH109,SKU100412,31,3,28,140.02,,2024-01-01,08/06/2024
SNP200424,2025-02-24,WH109,SKU100201,16,3,13,250.38,,24/02/2025,12-03-2025 00:00:00
SNP200425,2025-03-31,WH103,SKU100215,12,2,10,96.41,,31/03/2025,2024-11-30
SNP200426,,WH102,SKU100310,18,1,15,44,,2025-05-05 00:00:00,09/09/2025
SNP200427,2024-12-30,WH108,SKU100183,19,1,18,173.72,2024-12-13,30/12/2024,2024/12/13
SNP200428,,WH104,SKU100319,8,2,6,71.81,,05 May 2025,
SNP200429,2025-08-12,WH107,SKU100063,12,2,10,213.50,,12/08/2025,24 May 2025
SNP200430,,WH100,SKU100590,9,1,8,₹174,,2024/11/25,23-Aug-2025
SNP200431,,WH103,SKU100190,11,2,9,129.97,,2024/07/08,06/23/2024
SNP200432,,WH107,SKU100543,19,4,15,₹279,,2024-05-27 00:00:00,2025-12-04
SNP200433,,WH102,SKU100585,14,3,11,99,,21-Apr-2025,18-May-2024
SNP200434,,WH103,SKU100334,20,1,19,39.8,,2024-03-18,09/29/2025
SNP200435,,WH107,SKU100052,8,4,4,227.27,,22-Apr-2024,08/15/2024
SNP200436,,WH109,SKU100168,15,1,14,₹46,,2024/03/25,13-Jun-2023
SNP200437,,WH100,SKU100087,15,3,12,₹222,,27-01-2025 00:00:00,12/06/2024
SNP200438,,WH106,SKU100373,16,1,15,106.62,,2024/12/23,2025-11-30
SNP200439,,WH102,SKU100144,23,3,20,80.93,,2025/12/22,
SNP200440,,WH102,SKU100530,21,2,19,148.96,2023-08-29,2025-03-31,2023/08/29
SNP200441,,WH102,SKU100430,16,4,12,123.21,,21-Apr-2025,
SNP200442,,WH100,SKU100420,11,2,9,121.27,2024-02-06,13-10-2025 00:00:00,2024/02/06
SNP200443,,WH100,SKU100550,19,2,17,161.23,,23 Jun 2025,11/22/2023
SNP200444,,WH108,SKU100110,17,4,13,79.11,,04/21/2025,
SNP200445,,WH105,SKU100098,22,1,21,₹187,,09/30/2024,10-07-2023 00:00:00
SNP200446,,WH109,SKU100233,18,2,16,₹111,,25-11-2024 00:00:00,13-03-2025 00:00:00
SNP200447,,WH103,SKU100502,17,1,16,₹29,,30-06-2025 00:00:00,04/04/2024
SNP200448,,WH109,SKU100412,21,2,19,184,,2025-09-08 00:00:00,10-04-2025 22:20:25
SNP200449,,WH109,SKU100561,16,2,14,244.58,,2024-02-26,03/06/2024
SNP200450,,WH109,SKU100102,13,2,11,54,,2025/12/29,22-05-2023 02:49:59
SNP200451,,WH108,SKU100389,10,2,8,127.1,,22 Dec 2025,21-May-2025
SNP200452,,WH107,SKU100234,17,3,14,46,,2024-04-29 00:00:00,25/01/2025
SNP200453,,WH108,SKU100070,12,3,9,173.67,,04 Nov 2024,25 Jan 2025
SNP200454,2024-10-06,WH102,SKU100001,16,1,15,₹20,,06/10/2024,07/01/2023
SNP200455,2025-05-19,WH102,SKU100128,21,1,20,90,,19/05/2025,15 Jul 2024
SNP200456,,WH107,SKU100202,13,4,9,200.20,,18 Mar 2024,29 Jul 2025
SNP200457,,WH104,SKU100123,17,2,15,155,,2025/04/28,2023-08-08
SNP200458,,WH103,SKU100576,19,1,13,70,,10/14/2024,
SNP200459,,WH104,SKU100189,27,0,27,113,,2025/05/05,26-Oct-2024
SNP200460,2025-06-01,WH106,SKU100006,13,3,10,78.28,,01/06/2025,08/18/2025
SNP200461,,WH106,SKU100334,7,7,2,126.87,,02 Dec 2024,23-Feb-2024
SNP200462,,WH102,SKU100549,13,2,11,49.28,,12 Aug 2024,
SNP200463,2024-12-08,WH101,SKU100458,11,3,8,₹5,,08/12/2024,27/04/2025
SNP200464,,WH109,SKU100541,7,0,7,263,,08 Apr 2024,
SNP200465,,WH106,SKU100267,20,1,19,156.42,,2025-11-24,07-01-2024 00:00:00
SNP200466,,WH104,SKU100213,5,3,2,₹156,,2024-07-15 00:00:00,
SNP200467,,WH107,SKU100489,17,1,16,173,,26 Aug 2024,12 Jul 2025
SNP200468,,WH104,SKU100311,12,3,9,137.33,,01-Jul-2024,19-12-2025 00:00:00
SNP200469,,WH102,SKU100434,22,1,21,₹132,,2025/05/19,04 Feb 2025
SNP200470,,WH103,SKU100521,20,1,19,122.79,,24-11-2025 00:00:00,24/04/2025
SNP200471,,WH100,SKU100164,21,1,20,136.56,,17 Mar 2025,26-09-2025 00:00:00
SNP200472,,WH105,SKU100028,16,2,14,78.94,,28-Oct-2024,14-01-2025 00:00:00
SNP200473,,WH108,SKU100173,19,2,17,180.5,,08 Jan 2024,14/09/2024
SNP200474,,WH103,SKU100582,8,2,6,132.48,,2025-10-13,
SNP200475,2024-12-09,WH107,SKU100009,11,5,6,₹208,,09/12/2024,03-03-2025 00:00:00
SNP200476,,WH106,SKU100591,20,4,16,150,,2024/04/22,13-05-2025 00:00:00
SNP200477,,WH100,SKU100348,19,2,17,91,,23 Jun 2025,12/18/2024
SNP200478,,WH109,SKU100517,18,2,16,₹74,,22-Dec-2025,19 May 2023
SNP200479,,WH108,SKU100552,20,1,19,₹45,,15 Sep 2025,21-09-2023 00:00:00
SNP200480,,WH101,SKU100048,11,1,10,0,,2025-10-20 00:00:00,13-Jul-2024
SNP200481,,WH100,SKU100461,21,3,18,188.35,,18 Nov 2024,12 Sep 2025
SNP200482,,WH107,SKU100386,12,1,11,₹135,,10 Nov 2025,
SNP200483,,WH102,SKU100204,17,5,12,204.05,,2025-10-20,
SNP200484,,WH108,SKU100037,15,1,14,171.98,,2025-05-26 00:00:00,2023-11-19
SNP200485,,WH100,SKU100499,10,3,7,144.18,,2024-07-15,30-03-2025 00:00:00
SNP200486,,WH103,SKU100255,27,5,22,194,2023-02-04,10/28/2024,2023/02/04
SNP200487,,WH100,SKU100396,14,2,12,168.88,,24-03-2025 00:00:00,08-05-2025 07:36:29
SNP200488,,WH101,SKU100373,17,1,16,109,,11-08-2025 00:00:00,04 Dec 2023
SNP200489,,WH100,SKU100466,21,4,17,161.28,,2024/09/16,27-Aug-2023
SNP200490,,WH109,SKU100013,16,2,14,98,,2025/10/27,2024-12-16
SNP200491,,WH109,SKU100418,21,0,21,5.87,,2024-11-18 00:00:00,31-05-2024 00:00:00
SNP200492,,WH108,SKU100332,18,4,14,33.61,,18-Aug-2025,2023-11-02
SNP200493,,WH108,SKU100153,9,4,5,193.17,,18 Aug 2025,2025-03-28
SNP200494,,WH109,SKU100378,21,2,19,172,,2025-10-27 00:00:00,2023-10-25
SNP200495,,WH100,SKU100415,18,2,16,₹166,,22 Apr 2024,2025-10-14
SNP200496,,WH107,SKU100156,13,2,11,187.84,,27-01-2025 00:00:00,22-Nov-2025
SNP200497,,WH108,SKU100533,15,1,14,195.05,,2024-02-26,26-09-2024 00:00:00
SNP200498,,WH106,SKU100595,8,3,5,198,2025-12-01,2025/11/10,2025/12/01
SNP200499,2024-05-06,WH105,SKU100121,14,1,13,18.14,,06/05/2024,2023-01-06
SNP200500,2025-07-04,WH103,SKU100134,14,3,11,292,,04/07/2025,08/05/2024
SNP200501,,WH101,SKU100319,11,2,9,64.88,,30-12-2024 00:00:00,27/04/2023
SNP200502,,WH104,SKU100213,16,3,13,147.19,,04-03-2024 00:00:00,09/06/2024
SNP200503,,WH104,SKU100437,19,2,17,83,,27 Oct 2025,31 Mar 2024
SNP200504,,WH103,SKU100502,31,3,28,114.07,,2025/09/08,25-May-2023
SNP200505,,WH103,SKU100590,23,1,22,₹132,,03/17/2025,19-May-2025
SNP200506,,WH103,SKU100342,20,3,16,109,2023-08-24,2024/03/18,2023/08/24
SNP200507,2024-09-12,WH109,SKU100093,20,3,17,138,,12/09/2024,07/02/2024
SNP200508,,WH102,SKU100338,12,3,9,₹115,2024-02-06,01/13/2025,2024/02/06
SNP200509,2025-11-24,WH105,SKU100303,17,3,14,77.83,,24/11/2025,06 May 2023
SNP200510,,WH107,SKU100573,22,2,20,261.07,,06-May-2024,11-08-2023 00:00:00
SNP200511,,WH109,SKU100131,26,2,24,₹70,,03 Jun 2024,2024-09-12
SNP200512,2024-05-02,WH103,SKU100291,27,1,26,127.25,,02/05/2024,12/02/2023
SNP200513,,WH103,SKU100237,5,0,5,152,,2024/02/12,2025-04-02
SNP200514,,WH107,SKU100512,20,1,19,37.21,2024-08-07,2024-11-18,2024/08/07
SNP200515,2025-10-06,WH106,SKU100478,18,5,13,9.83,,06/10/2025,
SNP200516,,WH104,SKU100013,15,2,13,195.81,,2025/02/24,24/07/2023
SNP200517,,WH100,SKU100413,11,2,9,89.50,,29-Jul-2024,2025-02-05
SNP200518,2024-09-09,WH109,SKU100021,21,1,20,117.22,2025-07-30,09/09/2024,2025/07/30
SNP200519,2024-11-11,WH100,SKU100192,24,2,22,220,,11/11/2024,12-May-2024
SNP200520,,WH105,SKU100001,14,3,11,148,,29-09-2025 00:00:00,2025-05-19
SNP200521,,WH105,SKU100123,20,0,20,118,,02/19/2024,2025-08-24
SNP200522,2024-04-01,WH100,SKU100322,17,3,14,28.28,,01/04/2024,02-Sep-2025
SNP200523,,WH108,SKU100231,17,3,14,₹162,,2024-03-04,
SNP200524,,WH102,SKU100165,18,1,17,15.63,,2025-04-28 00:00:00,12/25/2023
SNP200525,,WH105,SKU100462,14,4,10,₹107,,25 Mar 2024,02 Jun 2024
SNP200526,,WH104,SKU100429,25,2,23,130,,05-May-2025,06-Aug-2023
SNP200527,,WH101,SKU100102,15,2,13,139,2024-01-12,28-Apr-2025,2024/01/12
SNP200528,,WH100,SKU100163,16,3,13,108.53,,2025-06-09,15-Aug-2023
SNP200529,,WH104,SKU100142,21,4,17,₹286,,18-Aug-2025,20 Apr 2023
SNP200530,2024-01-15,WH108,SKU100191,22,0,22,₹49,,15/01/2024,29-12-2025 00:00:00
SNP200531,2024-06-24,WH101,SKU100484,13,2,11,₹135,,24/06/2024,28 May 2024
SNP200532,,WH109,SKU100433,23,2,21,82.68,2024-06-25,2024-05-20,2024/06/25
SNP200533,2024-05-13,WH105,SKU100548,22,1,21,39.07,,13/05/2024,14-05-2024 18:28:49
SNP200534,2024-01-01,WH102,SKU100100,20,4,16,173.24,,01/01/2024,
SNP200535,,WH102,SKU100244,17,2,15,54.92,,03/31/2025,02-11-2024 00:00:00
SNP200536,2025-05-05,WH103,SKU100174,18,1,17,81.51,,05/05/2025,2024-11-29
SNP200537,2024-02-26,WH104,SKU100119,24,0,24,287.2,,26/02/2024,10-02-2025 00:00:00
SNP200538,,WH101,SKU100153,19,2,17,70.25,,2024-02-12,05-08-2025 00:00:00
SNP200539,,WH102,SKU100204,16,2,14,261.53,,03-Nov-2025,2023-07-21
SNP200540,,WH102,SKU100209,8,1,7,108,,2024-04-08,07/28/2023
SNP200541,,WH100,SKU100286,12,1,11,61.59,,2024-05-06,05/20/2025
SNP200542,2025-02-17,WH102,SKU100377,20,3,17,₹134,,17/02/2025,
SNP200543,,WH107,SKU100597,16,2,14,157,,16-Jun-2025,03-Apr-2025
SNP200544,2025-09-22,WH105,SKU100587,19,1,18,190.58,,22/09/2025,01-10-2025 00:00:00
SNP200545,2025-07-21,WH101,SKU100011,10,1,9,₹40,,21/07/2025,
SNP200546,,WH107,SKU100153,14,1,17,62.97,2024-07-22,2025-08-11,2024/07/22
SNP200547,,WH104,SKU100329,17,3,14,218.92,,23 Jun 2025,04-Jul-2023
SNP200548,2024-12-08,WH107,SKU100500,12,0,12,39.45,2023-03-29,08/12/2024,2023/03/29
SNP200549,,WH102,SKU100475,10,1,9,37.42,,2025-08-25,03-Jun-2023
SNP200550,2025-12-29,WH106,SKU100290,20,0,20,₹116,,29/12/2025,07/15/2024
SNP200551,2024-09-23,WH109,SKU100094,19,0,19,₹51,,23/09/2024,
SNP200552,,WH108,SKU100375,24,2,22,73.36,,2024-09-02,17-Nov-2023
SNP200553,,WH102,SKU100022,17,0,17,₹98,,30 Jun 2025,12/27/2025
SNP200554,,WH105,SKU100380,19,3,16,136,,15-Sep-2025,06/08/2025
SNP200555,,WH106,SKU100508,9,1,8,53,,07-Apr-2025,
SNP200556,,WH102,SKU100424,20,2,18,119.01,,2024/05/20,
SNP200557,2025-12-01,WH103,SKU100107,-3,0,-3,₹22,,01/12/2025,24 Feb 2023
SNP200558,,WH107,SKU100269,25,2,23,44.72,,2025-05-05,17/05/2024
SNP200559,,WH100,SKU100291,22,1,21,87.46,,2024/01/29,14/02/2025
SNP200560,2025-03-17,WH101,SKU100280,18,2,16,34.66,,17/03/2025,09-04-2023 22:20:06
SNP200561,2024-10-14,WH106,SKU100138,14,1,13,12.02,,14/10/2024,12-09-2025 00:00:00
SNP200562,,WH103,SKU100497,19,0,19,₹93,,15 Sep 2025,04-12-2024 07:57:08
SNP200563,2025-08-11,WH104,SKU100102,14,6,8,221.60,,11/08/2025,09/22/2025
SNP200564,,WH104,SKU100298,19,2,17,199,,2025-06-09,03/03/2024
SNP200565,,WH101,SKU100540,15,2,13,₹19,2024-10-19,15-04-2024 00:00:00,2024/10/19
SNP200566,,WH106,SKU100031,22,4,18,142.81,,22-04-2024 00:00:00,24 Nov 2025
SNP200567,,WH102,SKU100446,19,0,19,70.60,,2025-02-24,30/04/2025
SNP200568,,WH103,SKU100300,19,2,17,97.04,,22-09-2025 00:00:00,
SNP200569,,WH108,SKU100131,20,1,19,319.99,,2024/06/03,2024-04-15
SNP200570,,WH104,SKU100204,19,5,14,170.64,,05/13/2024,05/09/2025
SNP200571,,WH103,SKU100365,18,0,18,74,,10-Mar-2025,
SNP200572,2025-03-03,WH108,SKU100480,20,5,15,₹271,,03/03/2025,25/04/2025
SNP200573,2024-05-20,WH105,SKU100064,31,2,36,₹97,,20/05/2024,2023-10-20
SNP200574,2024-10-14,WH102,SKU100011,16,1,15,43.84,,14/10/2024,30 Aug 2025
SNP200575,,WH100,SKU100300,10,0,10,118.81,,04/22/2024,10 May 2025
SNP200576,,WH104,SKU100038,35,5,30,₹36,,20-May-2024,16-Oct-2023
SNP200577,,WH108,SKU100360,17,3,14,69,,08-Apr-2024,18 Aug 2024
SNP200578,2024-11-25,WH106,SKU100257,20,3,17,148.67,,25/11/2024,30-10-2024 08:14:08
SNP200579,,WH102,SKU100248,13,2,11,₹49,,26 May 2025,16 Sep 2025
SNP200580,,WH105,SKU100452,17,2,15,198.11,,16-12-2024 00:00:00,28-Jan-2023
SNP200581,2025-05-05,WH103,SKU100307,23,0,23,135.36,,05/05/2025,20-May-2023
SNP200582,,WH106,SKU100040,16,2,14,178.62,,2025/04/07,04 Jun 2025
SNP200583,,WH100,SKU100227,20,4,16,36.28,,2024-08-05 00:00:00,2025-05-24
SNP200584,,WH106,SKU100280,23,1,22,183.42,,2025-10-20,06/07/2024
SNP200585,,WH105,SKU100216,17,3,14,193.47,,2024-12-02,31 Jul 2023
SNP200586,,WH100,SKU100139,15,1,14,₹40,,04 Nov 2024,2023-03-17
SNP200587,,WH105,SKU100164,29,3,26,167.43,,2025-12-29,29-03-2024 00:00:00
SNP200588,,WH103,SKU100030,7,1,6,179,,08-Jan-2024,26-Jul-2023
SNP200589,,WH107,SKU100441,22,3,19,289.34,,2024-03-04,16-02-2024 00:00:00
SNP200590,,WH100,SKU100503,15,4,11,98.92,,03/17/2025,22/08/2023
SNP200591,,WH103,SKU100121,21,4,17,224.39,2024-02-25,2024/04/29,2024/02/25
SNP200592,,WH105,SKU100404,12,1,11,105.58,,2024/01/01,02/02/2024
SNP200593,,WH109,SKU100434,21,1,20,151.2,,14 Oct 2024,13-12-2025 11:30:32
SNP200594,,WH104,SKU100052,8,1,7,84,,06-Jan-2025,04/02/2025
SNP200595,,WH103,SKU100129,14,3,11,28,,07-Oct-2024,01/08/2025
SNP200596,,WH108,SKU100206,13,3,10,0.8,,2024-07-08,01-08-2025 00:00:00
SNP200597,,WH104,SKU100505,13,1,12,88,,01-04-2024 00:00:00,03-12-2025 00:00:00
SNP200598,,WH100,SKU100209,13,3,10,2,,09-06-2025 00:00:00,20/11/2024
SNP200599,,WH109,SKU100178,20,1,19,124,,2024/09/09,02/03/2025
SNP200600,2025-05-19,WH100,SKU100405,22,3,19,151.55,,19/05/2025,21 Feb 2025
SNP200601,,WH105,SKU100444,20,3,17,113.72,,03/17/2025,02/02/2024
SNP200602,,WH107,SKU100235,21,0,21,97,,14 Oct 2024,06/10/2025
SNP200603,,WH103,SKU100503,13,2,11,82.76,,2025/09/15,07-Sep-2025
SNP200604,2024-10-06,WH105,SKU100152,18,3,15,₹203,,06/10/2024,31/08/2025
SNP200605,,WH106,SKU100358,9,4,5,70.46,,2025/07/07,2024-02-25
SNP200606,,WH102,SKU100429,18,2,16,94.81,,2024/12/09,30-Mar-2024
